0    	0    	1  	0  	0
1    	0    	0  	0  	0
2    	1    	3  	0  	0
2    	1    	4  	0  	0
2    	1    	5  	0  	0
2    	2    	6  	0  	0
6    	2    	2  	0  	0
5    	3    	2  	0  	0
7    	0    	8  	0  	0
8    	0    	7  	0  	0
9    	4    	5  	0  	0
10   	5    	11 	0  	0
11   	5    	10 	0  	0
10   	6    	11 	0  	0
11   	6    	10 	0  	0
12   	6    	13 	0  	0
13   	6    	12 	0  	0
0    	7    	14 	0  	0
15   	8    	16 	0  	0
5    	9    	17 	0  	0
9    	3    	5  	0  	0
17   	10   	4  	0  	0
5    	11   	11 	0  	0
9    	10   	5  	0  	0
9    	8    	16 	0  	0
8    	4    	2  	0  	0
18   	0    	19 	0  	0
19   	0    	18 	0  	0
8    	12   	2  	0  	0
5    	13   	11 	0  	0
20   	0    	21 	0  	0
21   	0    	20 	0  	0
12   	1    	11 	0  	0
22   	14   	0  	0  	0
22   	14   	8  	0  	0
10   	13   	11 	0  	0
3    	15   	0  	0  	0
0    	15   	3  	0  	0
11   	16   	12 	0  	0
3    	17   	23 	0  	0
23   	17   	3  	0  	0
9    	3    	16 	24 	0
11   	18   	10 	24 	0
5    	11   	11 	24 	0
9    	8    	16 	24 	0
2    	19   	24 	24 	0
24   	20   	2  	24 	0
20   	0    	21 	24 	0
21   	0    	20 	24 	0
16   	8    	9  	24 	0
22   	20   	0  	24 	0
0    	19   	22 	24 	0
25   	21   	26 	24 	0
2    	22   	8  	24 	0
8    	21   	27 	24 	0
10   	5    	11 	24 	0
11   	5    	10 	24 	0
28   	3    	2  	24 	0
28   	23   	29 	24 	0
0    	24   	30 	24 	0
5    	10   	9  	24 	0
5    	13   	11 	24 	0
10   	1    	11 	24 	0
0    	14   	20 	24 	0
11   	25   	5  	24 	0
9    	26   	16 	24 	0
3    	21   	2  	24 	0
5    	27   	11 	24 	0
10   	28   	4  	24 	0
9    	29   	16 	24 	0
16   	29   	9  	24 	0
9    	10   	30 	24 	0
2    	30   	31 	24 	0
22   	23   	32 	24 	0
22   	23   	33 	24 	0
22   	23   	34 	24 	0
22   	23   	35 	24 	0
22   	23   	36 	24 	0
22   	23   	37 	24 	0
18   	0    	7  	24 	0
7    	0    	18 	24 	0
8    	29   	27 	24 	0
27   	29   	8  	24 	0
38   	12   	39 	24 	0
40   	0    	27 	24 	0
27   	0    	40 	24 	0
41   	31   	42 	24 	0
17   	24   	5  	24 	0
17   	23   	2  	24 	0
5    	21   	2  	24 	0
43   	32   	3  	24 	0
40   	33   	44 	24 	0
40   	21   	44 	24 	0
45   	34   	8  	24 	0
45   	0    	38 	24 	0
38   	0    	45 	24 	0
5    	35   	2  	24 	0
2    	24   	22 	24 	0
9    	17   	16 	24 	0
16   	17   	9  	24 	0
46   	14   	47 	24 	0
46   	14   	48 	24 	0
5    	4    	11 	24 	0
0    	14   	12 	24 	0
0    	14   	11 	24 	0
10   	36   	49 	24 	0
50   	14   	51 	24 	0
3    	17   	23 	24 	0
23   	17   	3  	24 	0
0    	14   	47 	24 	0
45   	24   	28 	24 	0
28   	24   	45 	24 	0
45   	8    	38 	24 	0
38   	8    	45 	24 	0
0    	0    	8  	24 	0
8    	0    	0  	24 	0
47   	8    	52 	24 	0
46   	8    	52 	24 	0
14   	8    	52 	24 	0
2    	25   	8  	24 	0
2    	25   	28 	24 	0
9    	3    	5  	24 	0
3    	20   	53 	24 	0
53   	19   	3  	24 	0
5    	15   	4  	24 	0
5    	13   	11 	48 	0
54   	8    	35 	48 	0
35   	8    	54 	48 	0
16   	3    	9  	48 	0
2    	1    	4  	48 	0
16   	8    	9  	48 	0
16   	37   	9  	48 	0
0    	29   	5  	48 	0
5    	29   	0  	48 	0
9    	3    	16 	48 	0
22   	8    	28 	48 	0
28   	8    	22 	48 	0
15   	38   	8  	48 	0
9    	29   	16 	48 	0
16   	29   	9  	48 	0
5    	1    	11 	48 	0
9    	14   	16 	48 	0
9    	19   	16 	48 	0
16   	20   	9  	48 	0
5    	39   	38 	48 	0
38   	12   	55 	48 	0
11   	24   	5  	48 	0
5    	24   	11 	48 	0
5    	10   	9  	48 	0
5    	4    	11 	48 	0
12   	11   	11 	48 	0
8    	0    	9  	48 	0
4    	1    	2  	48 	0
10   	0    	4  	48 	0
4    	0    	10 	48 	0
23   	4    	35 	48 	0
56   	23   	57 	48 	0
58   	28   	15 	48 	0
5    	10   	12 	48 	0
1    	40   	4  	48 	0
28   	23   	2  	48 	0
45   	8    	28 	48 	0
28   	8    	45 	48 	0
5    	4    	9  	48 	0
3    	8    	36 	48 	0
3    	23   	36 	48 	0
45   	18   	2  	48 	0
8    	24   	5  	48 	0
0    	41   	11 	48 	0
45   	21   	2  	48 	0
0    	24   	5  	48 	0
0    	23   	9  	48 	0
4    	10   	17 	48 	0
2    	1    	5  	48 	0
10   	19   	0  	48 	0
0    	20   	10 	48 	0
0    	42   	12 	48 	0
0    	12   	5  	48 	0
5    	11   	11 	48 	0
10   	10   	11 	48 	0
11   	10   	10 	48 	0
4    	4    	8  	48 	0
16   	8    	9  	72 	0
0    	41   	59 	72 	0
0    	8    	52 	72 	0
0    	8    	47 	72 	0
0    	8    	48 	72 	0
0    	8    	46 	72 	0
52   	8    	0  	72 	0
52   	8    	47 	72 	0
52   	8    	48 	72 	0
52   	8    	46 	72 	0
47   	8    	0  	72 	0
47   	8    	52 	72 	0
47   	8    	48 	72 	0
47   	8    	46 	72 	0
48   	8    	0  	72 	0
48   	8    	52 	72 	0
48   	8    	47 	72 	0
48   	8    	46 	72 	0
46   	8    	0  	72 	0
46   	8    	52 	72 	0
46   	8    	47 	72 	0
46   	8    	48 	72 	0
41   	24   	4  	72 	0
0    	8    	16 	72 	0
16   	8    	0  	72 	0
30   	0    	0  	72 	0
30   	0    	8  	72 	0
9    	17   	16 	72 	0
16   	17   	9  	72 	0
16   	37   	9  	72 	0
5    	37   	9  	72 	0
45   	29   	38 	72 	0
38   	29   	45 	72 	0
28   	43   	5  	72 	0
0    	14   	16 	72 	0
0    	14   	47 	72 	0
25   	22   	0  	72 	0
25   	3    	0  	72 	0
8    	4    	5  	72 	0
10   	1    	11 	72 	0
60   	0    	26 	72 	0
26   	0    	60 	72 	0
45   	17   	38 	72 	0
38   	17   	45 	72 	0
8    	21   	5  	72 	0
8    	9    	17 	72 	0
25   	44   	0  	72 	0
52   	3    	0  	72 	0
11   	14   	30 	72 	0
11   	0    	9  	72 	0
40   	21   	44 	72 	0
10   	28   	8  	72 	0
8    	10   	17 	72 	0
54   	23   	35 	72 	0
2    	1    	5  	72 	0
5    	31   	2  	72 	0
8    	22   	41 	72 	0
61   	34   	62 	72 	0
45   	23   	2  	72 	0
0    	0    	11 	72 	0
11   	0    	0  	72 	0
8    	36   	5  	72 	0
9    	14   	16 	72 	0
5    	1    	8  	72 	0
55   	2    	63 	72 	0
55   	2    	64 	72 	0
55   	2    	29 	72 	0
55   	2    	21 	72 	0
55   	2    	1  	72 	0
63   	2    	55 	72 	0
64   	2    	55 	72 	0
29   	2    	55 	72 	0
21   	2    	55 	72 	0
1    	2    	55 	72 	0
27   	14   	0  	72 	0
5    	8    	65 	72 	0
47   	0    	14 	72 	0
14   	0    	47 	72 	0
42   	32   	41 	72 	0
66   	24   	15 	72 	0
23   	24   	28 	72 	0
8    	1    	67 	72 	0
0    	3    	10 	72 	0
28   	45   	45 	72 	0
9    	8    	16 	72 	0
2    	12   	8  	72 	0
2    	12   	28 	72 	0
8    	12   	2  	72 	0
8    	12   	28 	72 	0
28   	12   	2  	72 	0
28   	12   	8  	72 	0
2    	16   	17 	72 	0
8    	16   	17 	72 	0
42   	1    	41 	72 	0
10   	29   	57 	72 	0
57   	29   	10 	72 	0
5    	46   	11 	72 	0
5    	46   	12 	72 	0
8    	24   	5  	72 	0
5    	47   	11 	72 	0
0    	48   	25 	72 	0
5    	22   	2  	72 	0
5    	9    	11 	72 	0
5    	9    	60 	72 	0
5    	9    	68 	72 	0
5    	9    	69 	72 	0
12   	0    	5  	72 	0
5    	27   	11 	72 	0
16   	17   	5  	72 	0
5    	17   	16 	72 	0
70   	14   	71 	72 	0
70   	14   	5  	72 	0
9    	6    	16 	72 	0
16   	6    	9  	72 	0
41   	3    	42 	72 	0
28   	3    	45 	72 	0
28   	3    	5  	72 	0
56   	14   	57 	96 	0
57   	6    	56 	96 	0
56   	6    	57 	96 	0
23   	49   	54 	96 	0
9    	6    	16 	96 	0
16   	6    	9  	96 	0
9    	14   	16 	96 	0
3    	17   	23 	96 	0
23   	17   	3  	96 	0
5    	50   	11 	96 	0
9    	29   	16 	96 	0
16   	29   	9  	96 	0
30   	0    	16 	96 	0
30   	0    	5  	96 	0
12   	0    	5  	96 	0
4    	1    	2  	96 	0
5    	30   	2  	96 	0
9    	3    	16 	96 	0
30   	8    	16 	96 	0
16   	8    	30 	96 	0
16   	5    	5  	96 	0
5    	5    	16 	96 	0
2    	17   	11 	96 	0
11   	17   	2  	96 	0
2    	0    	11 	96 	0
11   	0    	2  	96 	0
5    	47   	11 	96 	0
8    	23   	9  	96 	0
8    	23   	16 	96 	0
22   	0    	28 	96 	0
28   	0    	22 	96 	0
25   	21   	26 	96 	0
5    	11   	11 	96 	0
2    	3    	5  	96 	0
5    	51   	2  	96 	0
51   	52   	29 	96 	0
0    	23   	16 	96 	0
15   	2    	66 	96 	0
66   	2    	15 	96 	0
5    	23   	16 	96 	0
11   	24   	5  	96 	0
51   	1    	2  	96 	0
5    	1    	11 	96 	0
12   	1    	11 	96 	0
